angle_deg,freq_Hz,S11_re,S11_im,S21_re,S21_im,S11_dB,S21_dB
185.0,1600000000,9.435400000e-05,-9.206500000e-05,8.632252000e-03,-6.354692000e-03,-77.599842,-39.396880
185.0,1620000000,7.166100000e-05,-1.329120000e-04,-1.257367800e-02,3.169782400e-02,-76.420480,-29.344765
185.0,1640000000,1.494500000e-05,-1.156300000e-04,3.885224400e-02,6.479884000e-03,-78.666639,-28.092522
185.0,1660000000,-1.216600000e-05,-8.286100000e-05,9.326274000e-03,-1.101018000e-03,-81.540369,-40.545726
185.0,1680000000,1.000510000e-04,-2.719500000e-05,6.755135000e-03,-8.931472000e-03,-79.686008,-39.016919
185.0,1700000000,1.347890000e-04,-1.097660000e-04,-6.034139000e-03,-3.102661000e-03,-75.197537,-43.368898
185.0,1720000000,1.004930000e-04,-1.054110000e-04,6.951134000e-03,1.325306800e-02,-76.734527,-36.498255
185.0,1740000000,9.598800000e-05,-1.511370000e-04,4.578830400e-02,-8.805864000e-03,-74.940895,-26.627181
185.0,1760000000,4.777200000e-05,-1.298990000e-04,6.668126000e-03,-1.034480600e-02,-77.176971,-38.196478
185.0,1780000000,6.593400000e-05,-1.471670000e-04,3.048596200e-02,5.706021000e-03,-75.849362,-30.168463
185.0,1800000000,8.671100000e-05,-1.356620000e-04,4.862482000e-02,-1.458234800e-02,-75.863151,-25.888825
185.0,1820000000,6.890300000e-05,-1.209530000e-04,4.898341200e-02,-1.721331800e-02,-77.127078,-25.693328
185.0,1840000000,9.290700000e-05,-1.011630000e-04,1.631971200e-02,-6.100317000e-03,-77.243279,-35.177742
185.0,1860000000,1.272270000e-04,-1.362270000e-04,-1.298410000e-03,2.084751000e-02,-74.591139,-33.602103
185.0,1880000000,1.314840000e-04,-2.176690000e-04,5.736848000e-02,-2.347371000e-02,-71.893117,-24.154248
185.0,1900000000,1.283490000e-04,-2.039230000e-04,9.291449600e-02,2.508439400e-02,-72.361375,-20.332797
185.0,1920000000,5.217300000e-05,-1.845450000e-04,3.077846000e-03,-3.573372400e-02,-74.344015,-28.906334
185.0,1940000000,-2.815400000e-05,-1.099490000e-04,2.509882400e-02,2.147680200e-02,-78.900359,-29.620941
185.0,1960000000,1.286050000e-04,-1.172430000e-04,7.580886400e-02,3.738556800e-02,-75.187700,-21.460182
185.0,1980000000,7.438600000e-05,-1.471230000e-04,-2.493061200e-02,-5.733929600e-02,-75.657752,-24.078976
185.0,2000000000,1.854530000e-04,-2.450360000e-04,3.454026000e-03,-9.503860800e-02,-70.248649,-20.436266
185.0,2020000000,1.988600000e-04,-3.164910000e-04,-1.180050400e-02,-5.874841000e-03,-68.547667,-37.600361
185.0,2040000000,-1.393470000e-04,-2.695130000e-04,3.180690400e-02,9.943958400e-02,-70.359534,-19.625771
185.0,2060000000,2.081130000e-04,-3.726540000e-04,3.005866000e-03,-1.096919440e-01,-67.394945,-19.193245
185.0,2080000000,1.704060000e-04,-3.775810000e-04,9.219974400e-02,-1.727538400e-01,-67.654685,-14.162949
185.0,2100000000,2.548020000e-04,-4.209060000e-04,4.050821200e-02,3.647421120e-01,-66.160305,-8.707042
185.0,2120000000,3.827610000e-04,-2.857100000e-04,-5.893274800e-02,1.669047200e-01,-66.418058,-15.040361
185.0,2140000000,4.625830000e-04,-4.169000000e-04,2.242176800e-01,3.221694720e-01,-64.114049,-8.122911
185.0,2160000000,4.493640000e-04,-7.024840000e-04,-1.224783840e-01,1.261955760e-01,-61.577580,-15.096723
185.0,2180000000,2.463080000e-04,-9.220300000e-05,6.461025000e-03,-1.113486960e-01,-71.600884,-19.051700
185.0,2200000000,1.827940000e-04,-4.021730000e-04,3.938370880e-01,-2.026388960e-01,-67.096164,-7.073670
185.0,2220000000,1.718490000e-04,-4.700250000e-04,8.425521920e-01,-1.935887680e-01,-66.012693,-1.264639
185.0,2240000000,1.942310000e-04,-5.161990000e-04,1.099399928e+00,9.804106240e-01,-65.168592,3.364368
185.0,2260000000,1.774490000e-04,-5.395110000e-04,1.412364000e-01,8.538550400e-01,-64.913891,-1.255088
185.0,2280000000,1.652640000e-04,-5.255950000e-04,-2.857009856e+00,2.815760128e+00,-65.177522,12.065833
185.0,2300000000,1.258460000e-04,-5.549700000e-04,-2.838804224e+00,1.876889440e-01,-64.896844,9.081652
185.0,2320000000,1.260570000e-04,-5.319350000e-04,2.399724256e+00,2.554788096e+00,-65.245537,10.893970
185.0,2340000000,-1.250200000e-04,-6.215110000e-04,2.207346240e-01,3.700878080e-01,-63.958756,-7.312144
185.0,2360000000,8.711300000e-05,-5.667600000e-04,8.234369600e-02,8.441219840e-01,-64.830608,-1.430764
185.0,2380000000,8.535100000e-05,-5.352650000e-04,-1.664685920e-01,-8.461946880e-01,-65.319579,-1.285688
185.0,2400000000,9.101200000e-05,-6.016000000e-04,3.981413760e-01,3.445954560e-01,-64.315568,-5.571087
185.0,2420000000,6.123100000e-05,-5.231160000e-04,1.189637072e+00,-3.702745600e-01,-65.568942,1.909867
185.0,2440000000,3.610100000e-05,-5.163710000e-04,-1.217455264e+00,-6.047073920e-01,-65.719587,2.666710
185.0,2460000000,5.381900000e-05,-5.261250000e-04,3.247244800e-01,1.493140480e-01,-65.533013,-8.936708
185.0,2480000000,1.602600000e-05,-5.662480000e-04,4.645054400e-01,6.854947200e-02,-64.936389,-6.566617
185.0,2500000000,2.461400000e-04,-3.647950000e-04,1.428352640e-01,-3.575177280e-01,-67.129594,-8.290907
185.0,2520000000,1.800620000e-04,-4.346020000e-04,-9.758220800e-01,-6.651947520e-01,-66.550162,1.444848
185.0,2540000000,2.267230000e-04,-5.040380000e-04,-1.704205504e+00,-9.828008320e-01,-65.150490,5.877350
185.0,2560000000,6.769600000e-05,-4.805910000e-04,-2.825392000e-01,9.175372000e-02,-66.279160,-10.542993
185.0,2580000000,4.667800000e-05,-5.327480000e-04,3.067836800e-01,8.406447200e-02,-65.436351,-9.948922
185.0,2600000000,5.950600000e-05,-5.780130000e-04,1.223123360e-01,3.515763200e-02,-64.715461,-17.905824
185.0,2620000000,-1.774360000e-04,-2.953950000e-04,5.614319600e-02,-2.747253800e-02,-69.253966,-24.081790
185.0,2640000000,-5.591800000e-05,-1.294710000e-04,1.575072400e-02,-6.777075000e-03,-77.013748,-35.316319
185.0,2660000000,-1.677900000e-05,-2.215320000e-04,9.998866000e-03,-3.319066800e-02,-73.066428,-29.202409
185.0,2680000000,-9.739600000e-05,-1.570760000e-04,2.123314600e-02,7.185230000e-03,-74.664968,-32.988864
185.0,2700000000,5.684200000e-05,-2.950500000e-05,7.528673600e-02,2.834878600e-02,-83.870511,-21.889785
185.0,2720000000,-1.049530000e-04,-2.190420000e-04,-1.105689400e-02,-8.147928000e-02,-72.291883,-21.699808
185.0,2740000000,-1.627560000e-04,9.805000000e-06,-1.472465200e-02,4.633980400e-02,-75.753527,-26.263171
185.0,2760000000,-1.682910000e-04,-1.333320000e-04,7.578025600e-02,3.558164800e-02,-73.363058,-21.543625
185.0,2780000000,4.066400000e-05,2.857000000e-06,1.930123200e-02,-7.336418400e-02,-87.794413,-22.399667
185.0,2800000000,-3.087400000e-05,3.255400000e-05,7.134142000e-03,-5.531666400e-02,-86.961634,-25.071238
185.0,2820000000,4.281200000e-05,-2.953200000e-05,-5.395572000e-02,-3.520649600e-02,-85.678317,-23.818769
185.0,2840000000,6.372600000e-05,-1.467410000e-04,8.852930000e-03,-4.887135600e-02,-75.918631,-26.078689
185.0,2860000000,4.897000000e-06,-1.177860000e-04,9.901490400e-02,-5.272862000e-03,-78.570626,-20.073690
185.0,2880000000,-5.424400000e-05,-2.042510000e-04,5.143884000e-02,5.063947600e-02,-73.500727,-22.831364
185.0,2900000000,-7.263500000e-05,-1.832080000e-04,7.129999200e-02,-1.031201000e-03,-74.107094,-22.937302
185.0,2920000000,-1.364920000e-04,-1.706260000e-04,-3.053868600e-02,-2.818806600e-02,-73.210876,-27.626628
185.0,2940000000,-9.300200000e-05,-1.112360000e-04,-8.478108800e-02,-1.523925800e-02,-76.773090,-21.295921
185.0,2960000000,-2.804500000e-05,4.267200000e-05,-2.728378800e-02,9.774202000e-03,-85.837887,-30.757517
185.0,2980000000,9.854500000e-05,-1.653900000e-05,6.813658400e-02,4.962390000e-02,-80.006669,-21.484282
185.0,3000000000,1.088460000e-04,-5.308000000e-06,-8.269492000e-02,-8.811176800e-02,-79.253435,-18.355837
190.0,1000000000,-2.177100000e-05,-7.903900000e-05,1.756621000e-03,-7.482740000e-04,-81.725571,-54.382273
190.0,1020000000,-7.449200000e-05,-1.379000000e-05,2.691280000e-03,-1.149745000e-03,-82.411470,-50.672776
190.0,1040000000,2.199800000e-05,9.165100000e-05,-3.426374000e-03,-1.874751000e-03,-80.514004,-48.165955
190.0,1060000000,1.071250000e-04,1.696600000e-05,1.931120000e-04,-2.342505000e-03,-79.294594,-52.576974
190.0,1080000000,5.286700000e-05,-3.636500000e-05,-3.924701000e-03,2.047328000e-03,-83.853840,-47.078585
190.0,1100000000,2.657000000e-06,-3.810100000e-05,7.502027000e-03,2.666722000e-03,-88.360204,-41.979668
190.0,1120000000,2.905100000e-05,1.648400000e-05,-3.340404000e-03,-1.035186600e-02,-89.524592,-39.269439
